Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Category,Product,Quantity,Unit_Price,Discount,Cost_Price
ORD1268,2026-06-16,C105,Vikram Singh,South,Electronics,Laptop Pro,3,65000,0.15,48000
ORD1269,2026-05-13,C107,Kabir Mehta,North,Home & Kitchen,Non-Stick Cookware Set,8,4500,0.05,2800
ORD1270,2026-06-06,C105,Vikram Singh,West,Fashion,Leather Jacket,3,4500,0.0,2800
ORD1271,2026-04-26,C103,Aman Verma,West,Electronics,Wireless Headphones,6,3500,0.0,2200
ORD1272,2026-05-21,C109,Siddharth Rao,East,Home & Kitchen,Air Fryer,3,7500,0.1,5000
ORD1273,2026-05-11,C104,Sneha Kulkarni,North,Fashion,Running Shoes,4,3200,0.15,1900
ORD1274,2026-01-07,C106,Ananya Roy,East,Books,Machine Learning Design,3,1400,0.2,800
ORD1275,2026-01-23,C102,Priya Patel,East,Books,Clean Code,7,1100,0.15,600
ORD1276,2026-05-28,C102,Priya Patel,South,Home & Kitchen,Espresso Machine,8,18000,0.15,12500
ORD1277,2026-06-24,C109,Siddharth Rao,East,Fashion,Formal Suit,3,12000,0.05,7500
ORD1278,2026-04-21,C109,Siddharth Rao,North,Electronics,4K Monitor,3,28000,0.1,20000
ORD1279,2026-02-12,C103,Aman Verma,East,Fashion,Designer Denim,5,2800,0.0,1500
ORD1280,2026-03-06,C104,Sneha Kulkarni,East,Fashion,Designer Denim,2,2800,0.2,1500
ORD1281,2026-06-14,C103,Aman Verma,South,Fashion,Formal Suit,6,12000,0.2,7500
ORD1282,2026-01-11,C114,Riya Sen,North,Electronics,Laptop Pro,5,65000,0.05,48000
ORD1283,2026-05-27,C107,Kabir Mehta,North,Books,Machine Learning Design,5,1400,0.1,800
ORD1284,2026-05-04,C104,Sneha Kulkarni,West,Home & Kitchen,Robot Vacuum,2,25000,0.0,17500
ORD1285,2026-02-10,C108,Neha Joshi,West,Books,Clean Code,4,1100,0.1,600
ORD1286,2026-06-05,C103,Aman Verma,East,Home & Kitchen,Non-Stick Cookware Set,7,4500,0.05,2800
ORD1287,2026-04-05,C109,Siddharth Rao,North,Home & Kitchen,Air Fryer,8,7500,0.0,5000
ORD1288,2026-03-10,C108,Neha Joshi,South,Fashion,Leather Jacket,1,4500,0.1,2800
ORD1289,2026-04-09,C114,Riya Sen,West,Fashion,Running Shoes,6,3200,0.2,1900
ORD1290,2026-03-22,C104,Sneha Kulkarni,South,Books,Machine Learning Design,8,1400,0.15,800
ORD1291,2026-03-20,C108,Neha Joshi,North,Electronics,Smart Watch,8,8500,0.05,5500
ORD1292,2026-02-25,C110,Diya Kapoor,East,Electronics,Laptop Pro,5,65000,0.15,48000
ORD1293,2026-06-02,C115,Dev Mishra,West,Home & Kitchen,Blender,1,2800,0.0,1800
ORD1294,2026-04-21,C103,Aman Verma,East,Home & Kitchen,Robot Vacuum,6,25000,0.0,17500
ORD1295,2026-04-13,C101,Rahul Sharma,South,Home & Kitchen,Blender,5,2800,0.0,1800
ORD1296,2026-04-09,C109,Siddharth Rao,West,Sports,Dumbbell Set,2,3500,0.05,2200
ORD1297,2026-01-25,C107,Kabir Mehta,East,Home & Kitchen,Blender,6,2800,0.05,1800
ORD1298,2026-02-20,C110,Diya Kapoor,West,Sports,Treadmill Pro,1,45000,0.0,32000
ORD1299,2026-02-05,C112,Tanvi Saxena,East,Books,Machine Learning Design,8,1400,0.05,800
ORD1300,2026-06-05,C115,Dev Mishra,South,Home & Kitchen,Blender,6,2800,0.05,1800
ORD1301,2026-04-11,C110,Diya Kapoor,East,Sports,Dumbbell Set,8,3500,0.2,2200
ORD1302,2026-03-18,C108,Neha Joshi,North,Home & Kitchen,Non-Stick Cookware Set,2,4500,0.15,2800
ORD1303,2026-05-30,C105,Vikram Singh,North,Sports,Cycling Helmet,5,2200,0.2,1300
ORD1304,2026-05-28,C104,Sneha Kulkarni,North,Sports,Cycling Helmet,3,2200,0.2,1300
ORD1305,2026-06-11,C112,Tanvi Saxena,West,Fashion,Running Shoes,1,3200,0.2,1900
ORD1306,2026-06-29,C102,Priya Patel,South,Electronics,Smart Watch,6,8500,0.15,5500
ORD1307,2026-02-08,C107,Kabir Mehta,South,Books,Machine Learning Design,8,1400,0.0,800
ORD1308,2026-06-30,C103,Aman Verma,South,Sports,Dumbbell Set,8,3500,0.2,2200
ORD1309,2026-04-07,C106,Ananya Roy,South,Books,Machine Learning Design,6,1400,0.2,800
ORD1310,2026-04-01,C111,Aditya Bhat,East,Sports,Cycling Helmet,4,2200,0.05,1300
ORD1311,2026-03-13,C109,Siddharth Rao,East,Fashion,Designer Denim,5,2800,0.05,1500
ORD1312,2026-06-26,C112,Tanvi Saxena,West,Home & Kitchen,Robot Vacuum,6,25000,0.2,17500
ORD1313,2026-03-12,C105,Vikram Singh,North,Sports,Tennis Racket,7,5500,0.15,3600
ORD1314,2026-03-30,C113,Yash Agarwal,South,Home & Kitchen,Espresso Machine,5,18000,0.0,12500
ORD1315,2026-03-30,C115,Dev Mishra,West,Home & Kitchen,Robot Vacuum,4,25000,0.05,17500
ORD1316,2026-05-18,C105,Vikram Singh,East,Fashion,Leather Jacket,4,4500,0.05,2800
ORD1317,2026-01-13,C111,Aditya Bhat,South,Fashion,Leather Jacket,2,4500,0.15,2800
ORD1318,2026-03-26,C112,Tanvi Saxena,West,Electronics,Smartphone X,1,45000,0.2,32000
ORD1319,2026-02-10,C107,Kabir Mehta,West,Books,Data Science Handbook,5,1200,0.1,700
ORD1320,2026-03-15,C111,Aditya Bhat,North,Electronics,4K Monitor,4,28000,0.2,20000
ORD1321,2026-01-10,C115,Dev Mishra,South,Books,Data Science Handbook,1,1200,0.15,700
ORD1322,2026-05-07,C103,Aman Verma,East,Electronics,Laptop Pro,5,65000,0.2,48000
ORD1323,2026-06-04,C102,Priya Patel,East,Home & Kitchen,Robot Vacuum,8,25000,0.05,17500
ORD1324,2026-05-10,C108,Neha Joshi,East,Fashion,Leather Jacket,6,4500,0.05,2800
ORD1325,2026-04-28,C111,Aditya Bhat,East,Fashion,Leather Jacket,6,4500,0.1,2800
ORD1326,2026-05-26,C111,Aditya Bhat,South,Fashion,Formal Suit,7,12000,0.15,7500
ORD1327,2026-05-12,C106,Ananya Roy,North,Books,Python Masterclass,3,850,0.05,450
ORD1328,2026-05-03,C106,Ananya Roy,South,Electronics,Wireless Headphones,7,3500,0.05,2200
ORD1329,2026-04-25,C113,Yash Agarwal,East,Home & Kitchen,Non-Stick Cookware Set,1,4500,0.1,2800
ORD1330,2026-06-17,C106,Ananya Roy,South,Electronics,Laptop Pro,8,65000,0.1,48000
ORD1331,2026-02-10,C107,Kabir Mehta,East,Electronics,Wireless Headphones,6,3500,0.2,2200
ORD1332,2026-02-26,C104,Sneha Kulkarni,South,Books,Data Science Handbook,8,1200,0.2,700
ORD1333,2026-04-06,C107,Kabir Mehta,West,Sports,Yoga Mat,4,1200,0.2,600
ORD1334,2026-01-21,C109,Siddharth Rao,West,Sports,Dumbbell Set,2,3500,0.2,2200
ORD1335,2026-01-29,C101,Rahul Sharma,South,Sports,Tennis Racket,3,5500,0.05,3600
ORD1336,2026-03-25,C114,Riya Sen,West,Electronics,Smartphone X,8,45000,0.0,32000
ORD1337,2026-05-11,C108,Neha Joshi,North,Books,Data Science Handbook,7,1200,0.15,700
ORD1338,2026-05-25,C101,Rahul Sharma,West,Home & Kitchen,Espresso Machine,7,18000,0.1,12500
ORD1339,2026-01-01,C112,Tanvi Saxena,South,Sports,Treadmill Pro,1,45000,0.15,32000
ORD1340,2026-03-30,C112,Tanvi Saxena,North,Sports,Treadmill Pro,2,45000,0.15,32000
ORD1341,2026-01-09,C105,Vikram Singh,West,Fashion,Running Shoes,7,3200,0.1,1900
ORD1342,2026-04-08,C108,Neha Joshi,West,Books,Python Masterclass,3,850,0.1,450
ORD1343,2026-01-31,C103,Aman Verma,West,Sports,Yoga Mat,4,1200,0.0,600
ORD1344,2026-01-06,C105,Vikram Singh,West,Sports,Cycling Helmet,7,2200,0.05,1300
ORD1345,2026-03-05,C108,Neha Joshi,East,Fashion,Designer Denim,4,2800,0.0,1500
ORD1346,2026-01-09,C113,Yash Agarwal,West,Sports,Treadmill Pro,4,45000,0.05,32000
ORD1347,2026-01-18,C102,Priya Patel,North,Books,Machine Learning Design,1,1400,0.05,800
ORD1348,2026-01-12,C107,Kabir Mehta,West,Fashion,Formal Suit,4,12000,0.0,7500
ORD1349,2026-02-05,C109,Siddharth Rao,East,Fashion,Formal Suit,6,12000,0.2,7500
ORD1350,2026-06-03,C113,Yash Agarwal,East,Fashion,Designer Denim,3,2800,0.2,1500
ORD1351,2026-02-26,C107,Kabir Mehta,East,Home & Kitchen,Espresso Machine,3,18000,0.15,12500
ORD1352,2026-05-23,C108,Neha Joshi,North,Home & Kitchen,Robot Vacuum,6,25000,0.15,17500
ORD1353,2026-04-15,C103,Aman Verma,East,Books,Data Science Handbook,8,1200,0.05,700
ORD1354,2026-02-27,C105,Vikram Singh,South,Books,Python Masterclass,7,850,0.15,450
ORD1355,2026-05-23,C109,Siddharth Rao,South,Books,Data Science Handbook,5,1200,0.05,700
ORD1356,2026-03-26,C111,Aditya Bhat,North,Books,System Design Interview,2,950,0.2,500
ORD1357,2026-02-18,C101,Rahul Sharma,East,Books,Machine Learning Design,1,1400,0.0,800
ORD1358,2026-02-18,C113,Yash Agarwal,South,Books,Data Science Handbook,6,1200,0.1,700
ORD1359,2026-01-04,C104,Sneha Kulkarni,South,Electronics,Smart Watch,4,8500,0.2,5500
ORD1360,2026-06-30,C104,Sneha Kulkarni,West,Fashion,Formal Suit,6,12000,0.1,7500
